dataset,label,language_code,file_path,generator_id,speaker_id,gender,age_group,duration
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000092.flac,,S4258037700332736,Female,18-30,6.4
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000093.flac,,S4258037700332736,Female,18-30,10.856
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000094.flac,,S4258037700332736,Female,18-30,5.9190000000000005
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000095.flac,,S4258037700332736,Female,18-30,10.119
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000096.flac,,S4258037700332736,Female,18-30,9.88
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000097.flac,,S4258037700332736,Female,18-30,12.403
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000098.flac,,S4258037700332736,Female,18-30,8.895
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000099.flac,,S4258037700332736,Female,18-30,8.6296875
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000100.flac,,S4259764400310760,Female,30-45,1.08
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000101.flac,,S4257702700387160,Female,30-45,29.104
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000102.flac,,S4259955300393147,Female,18-30,0.495
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000103.flac,,S4259955300393147,Female,18-30,0.8310000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000104.flac,,S4259955300393147,Female,18-30,0.552
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000105.flac,,S4259955300393147,Female,18-30,2.018
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000106.flac,,S4259955300393147,Female,18-30,9.564
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000107.flac,,S4259955300393147,Female,18-30,2.489
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000108.flac,,S4259955300393147,Female,18-30,0.354
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000109.flac,,S4259955300393147,Female,18-30,4.824
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000110.flac,,S4259955300393147,Female,18-30,9.111
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000111.flac,,S4259955300393147,Female,18-30,4.813
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000112.flac,,S4259955300393147,Female,18-30,3.465
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000113.flac,,S4259955300393147,Female,18-30,7.26
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000114.flac,,S4259955300393147,Female,18-30,8.528
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000115.flac,,S4259955300393147,Female,18-30,5.0899375
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000116.flac,,S4259955300393147,Female,18-30,4.524
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000117.flac,,S4259955300393147,Female,18-30,1.8599999999999999
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000118.flac,,S4259955300393147,Female,18-30,7.876
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000119.flac,,S4259955300393147,Female,18-30,0.231
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000120.flac,,S4259955300393147,Female,18-30,3.544
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000121.flac,,S4259955300393147,Female,18-30,0.271
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000122.flac,,S4259955300393147,Female,18-30,11.004
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000123.flac,,S4259955300393147,Female,18-30,5.435
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000124.flac,,S4259955300393147,Female,18-30,4.248
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000125.flac,,S4259955300393147,Female,18-30,9.251
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000126.flac,,S4259955300393147,Female,18-30,10.525
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000127.flac,,S4259955300393147,Female,18-30,5.028
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000128.flac,,S4259955300393147,Female,18-30,0.783
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000129.flac,,S4259955300393147,Female,18-30,2.531
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000130.flac,,S4259955300393147,Female,18-30,2.075
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000131.flac,,S4259955300393147,Female,18-30,2.024
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000132.flac,,S4259955300393147,Female,18-30,10.032
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000133.flac,,S4259955300393147,Female,18-30,7.113
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000134.flac,,S4259955300393147,Female,18-30,1.651
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000135.flac,,S4257614800380691,Female,45-60,1.32
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000136.flac,,S4259791200350146,Female,30-45,1.081
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000137.flac,,S4259399300336674,Female,60+,10.904
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000138.flac,,S4259792700397744,Female,18-30,2.478
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000139.flac,,S4257007200395292,Female,30-45,0.809
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000140.flac,,S4257007200395292,Female,30-45,2.21
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000141.flac,,S4257007200395292,Female,30-45,1.887
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000142.flac,,S4257007200395292,Female,30-45,1.098
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000143.flac,,S4257007200395292,Female,30-45,5.247
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000144.flac,,S4257007200395292,Female,30-45,0.8320000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000145.flac,,S4257007200395292,Female,30-45,0.991
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000146.flac,,S4257007200395292,Female,30-45,2.543
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000147.flac,,S4257007200395292,Female,30-45,1.081
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000148.flac,,S4257007200395292,Female,30-45,5.908
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000149.flac,,S4257007200395292,Female,30-45,1.621
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000150.flac,,S4257007200395292,Female,30-45,1.079
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000151.flac,,S4257007200395292,Female,30-45,1.022
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000152.flac,,S4257007200395292,Female,30-45,1.702
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000153.flac,,S4257007200395292,Female,30-45,0.393
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000154.flac,,S4257007200395292,Female,30-45,4.208
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000155.flac,,S4257007200395292,Female,30-45,5.726
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000156.flac,,S4257007200395292,Female,30-45,1.888
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000157.flac,,S4257007200395292,Female,30-45,1.887
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000158.flac,,S4257007200395292,Female,30-45,0.8320000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000159.flac,,S4257007200395292,Female,30-45,6.303
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000160.flac,,S4257007200395292,Female,30-45,0.47600000000000003
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000161.flac,,S4257007200395292,Female,30-45,0.637
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000162.flac,,S4257007200395292,Female,30-45,0.803
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000163.flac,,S4257007200395292,Female,30-45,0.8260000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000164.flac,,S4256343200322827,Female,18-30,0.541
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000165.flac,,S4256343200322827,Female,18-30,7.553
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000166.flac,,S4256343200322827,Female,18-30,1.888
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000167.flac,,S4256343200322827,Female,18-30,5.431
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000168.flac,,S4256343200322827,Female,18-30,6.077
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000169.flac,,S4256343200322827,Female,18-30,3.902
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000170.flac,,S4256343200322827,Female,18-30,4.479
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000171.flac,,S4256343200322827,Female,18-30,1.857
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000172.flac,,S4256343200322827,Female,18-30,2.366
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000173.flac,,S4256343200322827,Female,18-30,13.029
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000174.flac,,S4256343200322827,Female,18-30,3.617
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000175.flac,,S4256343200322827,Female,18-30,7.454
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000176.flac,,S4256343200322827,Female,18-30,2.658
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000177.flac,,S4256343200322827,Female,18-30,3.328
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000178.flac,,S4256343200322827,Female,18-30,2.654
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000179.flac,,S4256343200322827,Female,18-30,2.221
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000180.flac,,S4256343200322827,Female,18-30,1.6920000000000002
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000181.flac,,S4256343200322827,Female,18-30,1.792
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000182.flac,,S4256343200322827,Female,18-30,1.6960000000000002
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000183.flac,,S4256343200322827,Female,18-30,1.216
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000184.flac,,S4257686800326202,Female,45-60,0.587
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000185.flac,,S4257686800326202,Female,45-60,0.795
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000186.flac,,S4257686800326202,Female,45-60,0.457
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000187.flac,,S4257686800326202,Female,45-60,1.125
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000188.flac,,S4257686800326202,Female,45-60,0.727
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000189.flac,,S4257686800326202,Female,45-60,0.375
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000190.flac,,S4257686800326202,Female,45-60,0.39
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000191.flac,,S4257686800326202,Female,45-60,0.861
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000192.flac,,S4257686800326202,Female,45-60,4.095
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000193.flac,,S4257686800326202,Female,45-60,0.5700000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000194.flac,,S4257686800326202,Female,45-60,0.927
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000195.flac,,S4257686800326202,Female,45-60,1.5030000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000196.flac,,S4257686800326202,Female,45-60,1.675
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000197.flac,,S4257686800326202,Female,45-60,1.506
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000198.flac,,S4257686800326202,Female,45-60,2.367
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000199.flac,,S4257686800326202,Female,45-60,0.367
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000200.flac,,S4257686800326202,Female,45-60,1.038
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000201.flac,,S4257686800326202,Female,45-60,1.373
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000202.flac,,S4257686800326202,Female,45-60,0.7020000000000001
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000203.flac,,S4257686800326202,Female,45-60,0.925
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000204.flac,,S4257686800326202,Female,45-60,1.197
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000205.flac,,S4257686800326202,Female,45-60,0.447
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000206.flac,,S4257686800326202,Female,45-60,3.519
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000207.flac,,S4257686800326202,Female,45-60,0.446
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000208.flac,,S4257686800326202,Female,45-60,4.458
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000209.flac,,S4257686800326202,Female,45-60,3.714
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000210.flac,,S4257686800326202,Female,45-60,3.513
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000211.flac,,S4257686800326202,Female,45-60,2.079
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000212.flac,,S4259618000339754,Female,18-30,27.419
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000213.flac,,S4259755700371420,Female,18-30,8.992
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000214.flac,,S4259755700371420,Female,18-30,8.802
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000215.flac,,S4259755700371420,Female,18-30,9.471
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000216.flac,,S4259755700371420,Female,18-30,4.361
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000217.flac,,S4259755700371420,Female,18-30,21.28
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000218.flac,,S4259755700371420,Female,18-30,2.683
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000219.flac,,S4259755700371420,Female,18-30,6.4030000000000005
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000220.flac,,S4259755700371420,Female,18-30,2.367
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000221.flac,,S4259755700371420,Female,18-30,9.952
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000222.flac,,S4259755700371420,Female,18-30,19.702
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000223.flac,,S4259755700371420,Female,18-30,11.583
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000224.flac,,S4259755700371420,Female,18-30,5.4
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000225.flac,,S4258551200397010,Male,60+,0.602
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000226.flac,,S4259359100335219,Female,18-30,18.112
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000227.flac,,S4258187000377021,Female,30-45,23.938
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000228.flac,,S4257788000372255,Male,18-30,0.448
indicvoices,bona_fide,hi,datasets/raw/indicvoices/hi/hi_000229.flac,,S4257788000372255,Male,18-30,3.298
